id,date,code,payment_method,items,total,total_qty,raw_data
2903,04/04/2025,INV-20250404-5420,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",221000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2904,10/04/2025,INV-20250410-9732,cash,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",12873000,8,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2905,07/04/2025,INV-20250407-8902,e-wallet,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",1893500,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2906,02/04/2025,INV-20250402-3322,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",72722500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2907,26/04/2025,INV-20250426-1945,cash,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",28000,8,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2908,09/05/2025,INV-20250509-8045,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",4293500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2909,15/05/2025,INV-20250515-2744,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",2873000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2910,30/04/2025,INV-20250430-5161,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm",8935000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000""}"
2911,13/04/2025,INV-20250413-6909,transfer,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",27000,7,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2912,24/04/2025,INV-20250424-7909,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",32722500,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2913,29/04/2025,INV-20250429-3438,cash,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",1173000,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2914,27/04/2025,INV-20250427-5865,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Atap spandek 0.35 mm x 6m",32722500,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2915,21/04/2025,INV-20250421-1545,cash,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",18730000,8,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2916,12/04/2025,INV-20250412-2103,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",131000,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2917,09/05/2025,INV-20250509-8609,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",2193500,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2918,05/04/2025,INV-20250405-1592,cash,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",217000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2919,29/04/2025,INV-20250429-8370,e-wallet,"WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",512722500,8,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2920,04/04/2025,INV-20250404-5939,transfer,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",273000,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2921,14/05/2025,INV-20250514-4154,e-wallet,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",293500,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2922,24/04/2025,INV-20250424-9962,e-wallet,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",12873000,8,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2923,30/04/2025,INV-20250430-7303,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",22873000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2924,09/04/2025,INV-20250409-6684,cash,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",8935000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2925,17/04/2025,INV-20250417-7733,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m",27225000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2926,06/05/2025,INV-20250506-9215,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",419000,7,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2927,13/04/2025,INV-20250413-2001,e-wallet,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",793500,7,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2928,15/05/2025,INV-20250515-5398,cash,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",28000,8,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2929,10/04/2025,INV-20250410-3327,credit card,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",417000,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2930,17/05/2025,INV-20250517-1023,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",132722500,8,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2931,01/05/2025,INV-20250501-2770,cash,"Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",462722500,7,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2932,22/04/2025,INV-20250422-1856,credit card,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",373000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2933,12/05/2025,INV-20250512-7447,e-wallet,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",8730000,7,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2934,24/04/2025,INV-20250424-1526,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m",2393500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2935,01/04/2025,INV-20250401-1794,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",24873000,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000""}"
2936,12/05/2025,INV-20250512-3600,transfer,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",28730000,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
2937,20/05/2025,INV-20250520-1669,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",119000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2938,16/05/2025,INV-20250516-7594,credit card,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",11893500,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2939,26/04/2025,INV-20250426-6715,transfer,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",417000,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2940,20/05/2025,INV-20250520-6881,transfer,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",51893500,7,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2941,19/04/2025,INV-20250419-8451,credit card,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",4173000,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
2942,23/04/2025,INV-20250423-2363,transfer,"Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",417000,7,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2943,23/04/2025,INV-20250423-9400,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",28935000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2944,15/05/2025,INV-20250515-9779,transfer,"Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",512722500,8,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2945,05/04/2025,INV-20250405-4012,cash,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",19000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2946,14/05/2025,INV-20250514-7287,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",3198000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2947,11/05/2025,INV-20250511-2383,e-wallet,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",41893500,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2948,26/04/2025,INV-20250426-9494,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",18730000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Beton 12 TJ SNI"":""2x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2949,02/04/2025,INV-20250402-8266,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",217000,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2950,04/04/2025,INV-20250404-3031,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",5198000,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2951,18/05/2025,INV-20250518-9379,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Atap spandek 0.35 mm x 6m",4293500,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2952,17/04/2025,INV-20250417-6076,e-wallet,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",4935000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2953,07/04/2025,INV-20250407-2193,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm",29000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
2954,30/04/2025,INV-20250430-1206,transfer,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",12722500,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2955,01/04/2025,INV-20250401-4608,credit card,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",12722500,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2956,11/04/2025,INV-20250411-3332,e-wallet,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",259000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2957,18/04/2025,INV-20250418-9886,transfer,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",19000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2958,03/05/2025,INV-20250503-8066,transfer,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",68000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2959,12/04/2025,INV-20250412-9569,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",121000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2960,02/05/2025,INV-20250502-3144,e-wallet,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",19000,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2961,05/05/2025,INV-20250505-8170,cash,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",318000,7,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2962,24/04/2025,INV-20250424-3672,credit card,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",218000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2963,20/04/2025,INV-20250420-8285,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",2393500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000""}"
2964,23/04/2025,INV-20250423-7704,transfer,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Atap spandek 0.35 mm x 6m",273000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2965,17/04/2025,INV-20250417-5620,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",2893500,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
